#Program: R2: Genomics analysis and visualization platform,,,,
#Website: https://r2.amc.nl,,,,
#Support: r2-support@amsterdamumc.nl,,,,
#Date: 2025-02-22 (19:48:29),,,,
#Comparison: groups,,,,
#Data transformation: transform_log2,,,,
#Dataset: ps_avgpres_broadgbm540_u133a,,,,
#Groups: mesenchymal;proneural,,,,
#Minimal presentcalls: 1,,,,
#Number of lines: 3246,,,,
#Output: anova fdr p<=0.01,,,,
#Pretty_dataset: Tumor Glioblastoma - TCGA - 540 - MAS5.0 - u133a,,,,
"#Subset: subtype~mesenchymal,proneural (n=51)",,,,
#Test: anova,,,,
#Track: subtype,,,,
#Values field: ,,,,
#H:probeset,hugo,corrected-pvalue,log2fc,sublist
208794_s_at,SMARCA4,4.99E-05,0.761803916,subtype: mesenchymal < proneural
200945_s_at,SEC31A,0.000312832,-0.469155169,subtype: mesenchymal >= proneural
209361_s_at,PCBP4,1.60E-05,0.864665075,subtype: mesenchymal < proneural
206572_x_at,ZNF85,2.15E-05,0.936370917,subtype: mesenchymal < proneural
213858_at,ZNF250,4.19E-05,0.754540943,subtype: mesenchymal < proneural
203037_s_at,MTSS1,6.12E-08,1.467433417,subtype: mesenchymal < proneural
202005_at,ST14,0.000315858,-1.599969452,subtype: mesenchymal >= proneural
205938_at,PPM1E,8.10E-06,1.656438406,subtype: mesenchymal < proneural
211980_at,COL4A1,0.000320401,-1.124983609,subtype: mesenchymal >= proneural
211721_s_at,ZNF551,0.003487126,0.912121194,subtype: mesenchymal < proneural
213532_at,ADAM17,0.000323636,-0.442069824,subtype: mesenchymal >= proneural
220631_at,OSGEPL1,0.000225444,0.610374754,subtype: mesenchymal < proneural
202974_at,MPP1,0.000324024,-0.767363151,subtype: mesenchymal >= proneural
202442_at,AP3S1,0.000324379,-0.381666772,subtype: mesenchymal >= proneural
213462_at,NPAS2,0.000324871,-1.412110547,subtype: mesenchymal >= proneural
205055_at,ITGAE,0.001013278,0.491681561,subtype: mesenchymal < proneural
44702_at,SYDE1,0.000324925,-0.503598886,subtype: mesenchymal >= proneural
213718_at,RBM4,0.000145719,0.822481047,subtype: mesenchymal < proneural
206194_at,HOXC4,0.00626704,0.902398105,subtype: mesenchymal < proneural
44822_s_at,MIER2,0.005142223,0.382878021,subtype: mesenchymal < proneural
213915_at,NKG7,0.000325004,-1.681265016,subtype: mesenchymal >= proneural
201324_at,EMP1,0.00032505,-0.964256396,subtype: mesenchymal >= proneural
217788_s_at,GALNT2,0.00032617,-0.811707597,subtype: mesenchymal >= proneural
204824_at,ENDOG,5.37E-05,0.865492504,subtype: mesenchymal < proneural
221750_at,HMGCS1,4.06E-05,0.815153183,subtype: mesenchymal < proneural
1598_g_at,GAS6,0.000330337,-0.96232983,subtype: mesenchymal >= proneural
217914_at,TPCN1,0.000332503,-0.967713897,subtype: mesenchymal >= proneural
212312_at,BCL2L1,0.000332595,-0.511419939,subtype: mesenchymal >= proneural
208837_at,TMED3,0.000336792,-0.600578407,subtype: mesenchymal >= proneural
205312_at,SPI1,0.000341364,-1.495621845,subtype: mesenchymal >= proneural
200736_s_at,GPX1,0.00034533,-0.617864618,subtype: mesenchymal >= proneural
217286_s_at,NDRG3,6.26E-05,0.722168868,subtype: mesenchymal < proneural
204019_s_at,SH3YL1,0.002832323,0.486311595,subtype: mesenchymal < proneural
219231_at,TGS1,0.006197725,0.363619188,subtype: mesenchymal < proneural
213113_s_at,SLC43A3,0.000345837,-0.996829805,subtype: mesenchymal >= proneural
201189_s_at,ITPR3,0.000349981,-1.467738329,subtype: mesenchymal >= proneural
209899_s_at,PUF60,3.27E-06,0.51478606,subtype: mesenchymal < proneural
206239_s_at,SPINK1,0.000354231,-2.231104938,subtype: mesenchymal >= proneural
203332_s_at,INPP5D,0.000356291,-0.970698242,subtype: mesenchymal >= proneural
221019_s_at,COLEC12,0.000358488,-1.323099327,subtype: mesenchymal >= proneural
203821_at,HBEGF,0.000360952,-1.022178031,subtype: mesenchymal >= proneural
217956_s_at,ENOPH1,6.07E-05,0.534753306,subtype: mesenchymal < proneural
213609_s_at,SEZ6L,1.45E-06,2.262673675,subtype: mesenchymal < proneural
218166_s_at,RSF1,8.23E-05,0.571158586,subtype: mesenchymal < proneural
205606_at,LRP6,2.09E-05,1.286969597,subtype: mesenchymal < proneural
212205_at,H2AFV,9.48E-07,0.621268216,subtype: mesenchymal < proneural
221755_at,EHBP1L1,0.000362413,-1.33779798,subtype: mesenchymal >= proneural
219983_at,HRASLS,1.02E-08,2.286340726,subtype: mesenchymal < proneural
215522_at,SORCS3,0.000249046,1.834047112,subtype: mesenchymal < proneural
209191_at,TUBB6,0.000363851,-1.314606184,subtype: mesenchymal >= proneural
207076_s_at,ASS1,0.000372545,-1.565495933,subtype: mesenchymal >= proneural
203072_at,MYO1E,0.000373218,-1.071128439,subtype: mesenchymal >= proneural
202308_at,SREBF1,0.00037368,-1.087140436,subtype: mesenchymal >= proneural
204003_s_at,NUPL2,0.005215151,0.588353408,subtype: mesenchymal < proneural
218134_s_at,RBM22,0.004960243,0.297791653,subtype: mesenchymal < proneural
202912_at,ADM,0.000379889,-2.017981283,subtype: mesenchymal >= proneural
57540_at,RBKS,0.000382366,-0.880201561,subtype: mesenchymal >= proneural
218979_at,RMI1,0.00245481,0.574264746,subtype: mesenchymal < proneural
202540_s_at,HMGCR,1.79E-07,1.049510816,subtype: mesenchymal < proneural
202295_s_at,CTSH,0.000384566,-1.154720872,subtype: mesenchymal >= proneural
204378_at,BCAS1,0.000473561,1.611656051,subtype: mesenchymal < proneural
212087_s_at,ERAL1,0.00537195,0.386017823,subtype: mesenchymal < proneural
218945_at,METTL22,0.002188713,0.414076137,subtype: mesenchymal < proneural
205358_at,GRIA2,1.19E-06,2.952121082,subtype: mesenchymal < proneural
200878_at,EPAS1,0.000384672,-0.935988318,subtype: mesenchymal >= proneural
212245_at,MCFD2,0.000387043,-0.492379712,subtype: mesenchymal >= proneural
219372_at,IFT81,0.000357335,0.677366443,subtype: mesenchymal < proneural
201459_at,RUVBL2,0.002218072,0.342077803,subtype: mesenchymal < proneural
200814_at,PSME1,0.000388123,-0.641015157,subtype: mesenchymal >= proneural
212017_at,FAM168B,0.000130763,0.551504102,subtype: mesenchymal < proneural
219351_at,TRAPPC2,0.002161369,0.545147294,subtype: mesenchymal < proneural
219551_at,EAF2,0.000388651,-0.758183261,subtype: mesenchymal >= proneural
202764_at,STIM1,0.000389715,-0.61500442,subtype: mesenchymal >= proneural
48580_at,CXXC1,0.000174285,0.406311911,subtype: mesenchymal < proneural
218204_s_at,FYCO1,0.000392173,-0.686609603,subtype: mesenchymal >= proneural
204484_at,PIK3C2B,0.007896154,0.916055175,subtype: mesenchymal < proneural
209974_s_at,BUB3,0.000230463,0.523018223,subtype: mesenchymal < proneural
204974_at,RAB3A,0.001698664,0.775166268,subtype: mesenchymal < proneural
211685_s_at,NCALD,1.01E-06,1.670591122,subtype: mesenchymal < proneural
201474_s_at,ITGA3,0.000407708,-1.541197643,subtype: mesenchymal >= proneural
35265_at,FXR2,0.000252331,0.64008487,subtype: mesenchymal < proneural
201443_s_at,ATP6AP2,0.000408625,-0.327767206,subtype: mesenchymal >= proneural
219731_at,CC2D2B,0.001793241,0.505777074,subtype: mesenchymal < proneural
212982_at,ZDHHC17,1.26E-05,0.7774493,subtype: mesenchymal < proneural
217908_s_at,DCAF6,0.000416443,-0.410025339,subtype: mesenchymal >= proneural
209447_at,SYNE1,0.004485707,0.623379747,subtype: mesenchymal < proneural
218989_x_at,SLC30A5,0.000427221,-0.497780588,subtype: mesenchymal >= proneural
212179_at,PNISR,0.000127818,1.014475728,subtype: mesenchymal < proneural
201393_s_at,IGF2R,0.000428535,-0.739847004,subtype: mesenchymal >= proneural
201287_s_at,SDC1,0.000435175,-1.213375576,subtype: mesenchymal >= proneural
211628_x_at,FTH1P5,0.00043981,-0.609640063,subtype: mesenchymal >= proneural
204748_at,PTGS2,0.000442422,-1.768656964,subtype: mesenchymal >= proneural
209511_at,POLR2F,0.000196603,0.902374973,subtype: mesenchymal < proneural
202220_at,KIAA0907,0.006582518,0.347893342,subtype: mesenchymal < proneural
221710_x_at,EVA1B,0.000442999,-0.858396382,subtype: mesenchymal >= proneural
202273_at,PDGFRB,0.000448537,-0.935116964,subtype: mesenchymal >= proneural
202826_at,SPINT1,0.000455351,-1.819598383,subtype: mesenchymal >= proneural
219806_s_at,C11ORF75,0.000455712,-1.007507601,subtype: mesenchymal >= proneural
204559_s_at,LSM7,0.000639846,0.682212763,subtype: mesenchymal < proneural
208841_s_at,G3BP2,0.003073515,0.320693724,subtype: mesenchymal < proneural
218341_at,PPCS,0.000461066,-1.154401781,subtype: mesenchymal >= proneural
218048_at,COMMD3,0.000427397,0.718410215,subtype: mesenchymal < proneural
204671_s_at,ANKRD6,0.000407765,0.858007239,subtype: mesenchymal < proneural
202148_s_at,PYCR1,0.002448623,0.529920283,subtype: mesenchymal < proneural
202393_s_at,KLF10,0.000463135,-0.867077185,subtype: mesenchymal >= proneural
218762_at,ZNF574,0.001561288,0.400386875,subtype: mesenchymal < proneural
209723_at,SERPINB9,0.000466236,-1.05120369,subtype: mesenchymal >= proneural
216210_x_at,TRIOBP,0.000469272,-0.566165722,subtype: mesenchymal >= proneural
219770_at,GTDC1,0.001315931,0.326890688,subtype: mesenchymal < proneural
219538_at,WDR5B,0.0003941,0.599310266,subtype: mesenchymal < proneural
208742_s_at,SAP18,0.009104095,0.33312529,subtype: mesenchymal < proneural
206408_at,LRRTM2,0.000106317,1.570210116,subtype: mesenchymal < proneural
209082_s_at,COL18A1,0.00047071,-0.953919777,subtype: mesenchymal >= proneural
208759_at,NCSTN,0.000471058,-0.398029536,subtype: mesenchymal >= proneural
219787_s_at,ECT2,0.005534962,0.760986936,subtype: mesenchymal < proneural
219630_at,PDZK1IP1,0.00047257,-1.58648732,subtype: mesenchymal >= proneural
212812_at,SERINC5,2.07E-05,0.920467062,subtype: mesenchymal < proneural
218827_s_at,CEP192,0.007809651,0.457665979,subtype: mesenchymal < proneural
204928_s_at,SLC10A3,0.000474392,-0.726619495,subtype: mesenchymal >= proneural
201482_at,QSOX1,0.000476698,-0.672622424,subtype: mesenchymal >= proneural
203351_s_at,ORC4,0.002622683,0.359549425,subtype: mesenchymal < proneural
209604_s_at,GATA3,0.000476887,-1.791912293,subtype: mesenchymal >= proneural
209295_at,TNFRSF10B,0.000481245,-1.02766924,subtype: mesenchymal >= proneural
204869_at,PCSK2,0.000473068,1.818935286,subtype: mesenchymal < proneural
202847_at,PCK2,0.000484696,-0.819805984,subtype: mesenchymal >= proneural
206050_s_at,RNH1,0.000486003,-0.508628849,subtype: mesenchymal >= proneural
220605_s_at,SIRT2,7.36E-06,1.261930854,subtype: mesenchymal < proneural
205374_at,SLN,0.000501517,-2.446696852,subtype: mesenchymal >= proneural
218782_s_at,ATAD2,0.003910032,0.883165234,subtype: mesenchymal < proneural
222148_s_at,RHOT1,0.00109361,0.383444712,subtype: mesenchymal < proneural
201464_x_at,JUN,0.000503248,-0.73483341,subtype: mesenchymal >= proneural
204475_at,MMP1,0.000503521,-2.60647563,subtype: mesenchymal >= proneural
201322_at,ATP5B,0.000774721,0.377847278,subtype: mesenchymal < proneural
205859_at,LY86,0.000503586,-1.245247796,subtype: mesenchymal >= proneural
202291_s_at,MGP,0.000506713,-1.613184728,subtype: mesenchymal >= proneural
220159_at,ABCA11P,0.002895894,0.590716497,subtype: mesenchymal < proneural
221884_at,MECOM,0.000506917,-0.840800073,subtype: mesenchymal >= proneural
204955_at,SRPX,0.000508637,-1.394658601,subtype: mesenchymal >= proneural
219304_s_at,PDGFD,0.000508859,-1.499549242,subtype: mesenchymal >= proneural
202096_s_at,TSPO,0.000510445,-0.929041258,subtype: mesenchymal >= proneural
217753_s_at,RPS26,0.000909671,0.493528682,subtype: mesenchymal < proneural
207183_at,GPR19,0.001413069,1.226377301,subtype: mesenchymal < proneural
209702_at,FTO,0.000837333,0.472095475,subtype: mesenchymal < proneural
212118_at,TRIM27,0.000561779,0.470018424,subtype: mesenchymal < proneural
209332_s_at,MAX,0.00051431,-0.351526276,subtype: mesenchymal >= proneural
205729_at,OSMR,0.000517437,-1.964227521,subtype: mesenchymal >= proneural
219562_at,RAB26,0.001362999,1.382802757,subtype: mesenchymal < proneural
217525_at,OLFML1,0.00051879,-1.6222513,subtype: mesenchymal >= proneural
205812_s_at,TMED9,0.000519006,-0.484977958,subtype: mesenchymal >= proneural
217947_at,CMTM6,0.000521905,-0.438668168,subtype: mesenchymal >= proneural
201519_at,TOMM70A,3.94E-05,0.545945755,subtype: mesenchymal < proneural
205952_at,KCNK3,0.005874885,1.343697262,subtype: mesenchymal < proneural
219971_at,IL21R,0.000522199,-1.79562866,subtype: mesenchymal >= proneural
210432_s_at,SCN3A,5.64E-07,2.515325032,subtype: mesenchymal < proneural
209871_s_at,APBA2,8.02E-05,1.027884867,subtype: mesenchymal < proneural
47550_at,LZTS1,0.000530316,-1.052820405,subtype: mesenchymal >= proneural
201029_s_at,CD99,0.000530383,-0.775631383,subtype: mesenchymal >= proneural
200040_at,KHDRBS1,6.01E-06,0.47566898,subtype: mesenchymal < proneural
201857_at,ZFR,0.005995753,0.238390851,subtype: mesenchymal < proneural
211185_s_at,SF3B1,0.006605811,0.189835412,subtype: mesenchymal < proneural
208427_s_at,ELAVL2,2.78E-06,2.455554037,subtype: mesenchymal < proneural
201460_at,MAPKAPK2,0.000531928,-0.597790354,subtype: mesenchymal >= proneural
210086_at,HR,0.003704678,1.498171151,subtype: mesenchymal < proneural
219961_s_at,PLK1S1,1.42E-06,1.029253765,subtype: mesenchymal < proneural
203127_s_at,SPTLC2,0.000534335,-0.736107272,subtype: mesenchymal >= proneural
212907_at,SLC30A1,0.000535775,-0.676479584,subtype: mesenchymal >= proneural
210006_at,ABHD14A,0.001198096,0.582422284,subtype: mesenchymal < proneural
204750_s_at,DSC2,0.000536207,-1.511583983,subtype: mesenchymal >= proneural
200829_x_at,ZNF207,0.004782724,0.234788115,subtype: mesenchymal < proneural
202778_s_at,ZMYM2,0.000122875,0.667694285,subtype: mesenchymal < proneural
202051_s_at,ZMYM4,5.64E-05,0.420925384,subtype: mesenchymal < proneural
205501_at,PDE10A,0.000108915,1.766101506,subtype: mesenchymal < proneural
214214_s_at,C1QBP,0.00620355,0.379920538,subtype: mesenchymal < proneural
202600_s_at,NRIP1,0.000538239,-0.57296099,subtype: mesenchymal >= proneural
205101_at,CIITA,0.000539842,-1.871574303,subtype: mesenchymal >= proneural
35156_at,R3HCC1,0.009233037,0.384838614,subtype: mesenchymal < proneural
200821_at,LAMP2,0.000540631,-0.588090013,subtype: mesenchymal >= proneural
204079_at,TPST2,0.000543131,-0.878795699,subtype: mesenchymal >= proneural
218543_s_at,PARP12,0.000547449,-0.927743451,subtype: mesenchymal >= proneural
203511_s_at,TRAPPC3,0.000556195,-0.506560945,subtype: mesenchymal >= proneural
208373_s_at,P2RY6,0.000556924,-1.718533077,subtype: mesenchymal >= proneural
212153_at,POGZ,0.001292063,0.616689561,subtype: mesenchymal < proneural
221653_x_at,APOL2,0.000561398,-0.801071201,subtype: mesenchymal >= proneural
205941_s_at,COL10A1,0.000561399,-2.188237705,subtype: mesenchymal >= proneural
218552_at,ECHDC2,0.000561696,-1.162125974,subtype: mesenchymal >= proneural
212457_at,TFE3,0.000563045,-0.53312586,subtype: mesenchymal >= proneural
203431_s_at,ARHGAP32,0.004182364,0.572023837,subtype: mesenchymal < proneural
205669_at,NCAM2,0.001252533,0.882422081,subtype: mesenchymal < proneural
218397_at,FANCL,6.63E-06,0.639450314,subtype: mesenchymal < proneural
209764_at,MGAT3,0.005429408,1.182401625,subtype: mesenchymal < proneural
219440_at,RAI2,0.003427336,1.446670266,subtype: mesenchymal < proneural
204465_s_at,INA,2.88E-05,2.570475831,subtype: mesenchymal < proneural
215735_s_at,TSC2,0.001123385,0.549396716,subtype: mesenchymal < proneural
214574_x_at,LST1,0.000569875,-1.203984034,subtype: mesenchymal >= proneural
219107_at,BCAN,3.42E-07,3.508592093,subtype: mesenchymal < proneural
200959_at,FUS,1.43E-05,0.840804899,subtype: mesenchymal < proneural
203016_s_at,SSX2IP,0.000576466,-0.753399073,subtype: mesenchymal >= proneural
218243_at,RUFY1,0.000577903,-0.465863107,subtype: mesenchymal >= proneural
202594_at,LEPROTL1,3.57E-07,0.764893847,subtype: mesenchymal < proneural
201371_s_at,CUL3,0.001808289,0.291308462,subtype: mesenchymal < proneural
202967_at,GSTA4,1.26E-11,1.431974192,subtype: mesenchymal < proneural
218606_at,ZDHHC7,0.000578804,-0.501636092,subtype: mesenchymal >= proneural
212453_at,KIAA1279,0.00999546,0.367308326,subtype: mesenchymal < proneural
220925_at,NAA35,5.19E-05,0.492895279,subtype: mesenchymal < proneural
200893_at,TRA2B,1.09E-05,0.431071076,subtype: mesenchymal < proneural
201925_s_at,CD55,0.00058305,-1.095576741,subtype: mesenchymal >= proneural
213888_s_at,TRAF3IP3,0.00058577,-1.413131447,subtype: mesenchymal >= proneural
45653_at,KCTD13,0.006816368,0.537502498,subtype: mesenchymal < proneural
201160_s_at,CSDA,0.000585952,-0.870718302,subtype: mesenchymal >= proneural
206480_at,LTC4S,0.000586257,-0.962696298,subtype: mesenchymal >= proneural
210582_s_at,LIMK2,0.000589869,-0.834641506,subtype: mesenchymal >= proneural
214838_at,SFT2D2,0.000598755,-1.088174024,subtype: mesenchymal >= proneural
202205_at,VASP,0.000604749,-0.586757181,subtype: mesenchymal >= proneural
219526_at,C14ORF169,0.000606007,-0.689015105,subtype: mesenchymal >= proneural
217895_at,PTCD3,3.77E-05,0.526684084,subtype: mesenchymal < proneural
211386_at,MGC12488,9.05E-08,1.624029828,subtype: mesenchymal < proneural
219200_at,FASTKD3,0.007189314,0.239178668,subtype: mesenchymal < proneural
219218_at,BAHCC1,0.005370621,0.782651171,subtype: mesenchymal < proneural
218209_s_at,RPRD1A,2.35E-07,0.655719165,subtype: mesenchymal < proneural
218547_at,DHDDS,0.000607049,-0.385652382,subtype: mesenchymal >= proneural
200049_at,KAT7,1.21E-08,0.811579943,subtype: mesenchymal < proneural
214435_x_at,RALA,0.000607666,-0.517287595,subtype: mesenchymal >= proneural
203379_at,RPS6KA1,0.000608099,-0.74435367,subtype: mesenchymal >= proneural
222077_s_at,RACGAP1,2.98E-05,0.924101323,subtype: mesenchymal < proneural
207035_at,SLC30A3,0.006378079,1.545420849,subtype: mesenchymal < proneural
214789_x_at,SRSF8,0.001306355,0.412667029,subtype: mesenchymal < proneural
200783_s_at,STMN1,1.06E-07,1.251292506,subtype: mesenchymal < proneural
214438_at,HLX,0.000611062,-1.051920506,subtype: mesenchymal >= proneural
205678_at,AP3B2,0.000855508,1.146062459,subtype: mesenchymal < proneural
208002_s_at,ACOT7,0.00167625,0.816427579,subtype: mesenchymal < proneural
205372_at,PLAG1,0.000614385,-1.475697104,subtype: mesenchymal >= proneural
209914_s_at,NRXN1,2.10E-06,2.572387412,subtype: mesenchymal < proneural
202111_at,SLC4A2,0.000619034,-0.651890996,subtype: mesenchymal >= proneural
220998_s_at,UNC93B1,0.000619431,-1.365574308,subtype: mesenchymal >= proneural
41387_r_at,KDM6B,2.84E-05,0.674168019,subtype: mesenchymal < proneural
201121_s_at,PGRMC1,0.004599305,0.42328547,subtype: mesenchymal < proneural
209884_s_at,SLC4A7,0.00063057,-0.677875911,subtype: mesenchymal >= proneural
217875_s_at,PMEPA1,0.000630692,-0.892008928,subtype: mesenchymal >= proneural
209443_at,SERPINA5,0.000631043,-1.440009742,subtype: mesenchymal >= proneural
203437_at,TMEM11,0.000929932,0.371828696,subtype: mesenchymal < proneural
204831_at,CDK8,7.98E-06,0.717384779,subtype: mesenchymal < proneural
206851_at,RNASE3,0.000633942,-1.608767935,subtype: mesenchymal >= proneural
200610_s_at,NCL,0.001532309,0.361720351,subtype: mesenchymal < proneural
202727_s_at,IFNGR1,0.000636004,-0.619639551,subtype: mesenchymal >= proneural
218642_s_at,CHCHD7,0.000640145,-0.739876535,subtype: mesenchymal >= proneural
206158_s_at,CNBP,0.00923123,0.210493567,subtype: mesenchymal < proneural
205315_s_at,SNTB2,0.000648595,-0.568934309,subtype: mesenchymal >= proneural
208835_s_at,LUC7L3,0.000695241,0.637868551,subtype: mesenchymal < proneural
206299_at,FAM155B,9.73E-06,1.899712099,subtype: mesenchymal < proneural
218528_s_at,RNF38,0.000162631,0.63075057,subtype: mesenchymal < proneural
205936_s_at,HK3,0.000651286,-2.012700905,subtype: mesenchymal >= proneural
219726_at,NLGN3,1.40E-05,2.078583728,subtype: mesenchymal < proneural
205641_s_at,TRADD,0.000664037,-0.536871749,subtype: mesenchymal >= proneural
212169_at,FKBP9,0.000664917,-1.132216813,subtype: mesenchymal >= proneural
221541_at,CRISPLD2,0.000665631,-1.384737686,subtype: mesenchymal >= proneural
205467_at,CASP10,0.000665863,-1.236813324,subtype: mesenchymal >= proneural
209043_at,PAPSS1,0.005569349,0.392677665,subtype: mesenchymal < proneural
